cement,slag,fly_ash,water,superplasticizer,coarse_agg,fine_agg,age,strength,w_c_ratio,binder,w_b_ratio
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64,0.42896935933147634,519.0,0.29672447013487474
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75,0.42896935933147634,519.0,0.29672447013487474
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,38.61,0.42896935933147634,519.0,0.29672447013487474
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75,0.42896935933147634,519.0,0.29672447013487474
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78,0.42896935933147634,519.0,0.29672447013487474
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.85,0.5,436.0,0.5
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07,0.6643598615916955,289.0,0.6643598615916955
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65,0.6643598615916955,289.0,0.6643598615916955
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2,0.48854961832061067,393.0,0.48854961832061067
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85,0.48854961832061067,393.0,0.48854961832061067
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.6,0.48854961832061067,393.0,0.48854961832061067
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94,0.4,480.0,0.4
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.57,0.4,480.0,0.4
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32,0.4,480.0,0.4
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4,0.4,480.0,0.4
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.62,0.5765765765765766,333.0,0.5765765765765766
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.86,0.7529411764705882,255.0,0.7529411764705882
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22,0.7529411764705882,255.0,0.7529411764705882
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6,0.6643598615916955,289.0,0.6643598615916955
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75,0.7529411764705882,255.0,0.7529411764705882
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.97,0.5765765765765766,333.0,0.5765765765765766
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4,0.5765765765765766,333.0,0.5765765765765766
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57,0.6643598615916955,289.0,0.6643598615916955
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68,0.5765765765765766,333.0,0.5765765765765766
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74,0.48854961832061067,393.0,0.48854961832061067
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2,0.7529411764705882,255.0,0.7529411764705882
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.62,1.1693954659949621,397.0,0.46775818639798483
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,25.42,0.7750417362270451,599.0,0.31001669449081803
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69,0.7795969773299748,397.0,0.46775818639798483
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94,1.0208905992303463,454.70000000000005,0.40840114361117213
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.63,0.9596899224806201,483.7,0.3839156501964027
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.24,0.7268101761252446,425.8,0.4361202442461249
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.77,0.6807184750733137,454.70000000000005,0.40840114361117213
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44,0.7750417362270451,599.0,0.31001669449081803
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.75,0.8410326086956521,368.0,0.5046195652173913
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08,0.46775818639798483,397.0,0.46775818639798483
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07,0.48549019607843136,382.5,0.48549019607843136
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.82,0.8813478879924063,526.8,0.35250569476082005
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07,1.1693954659949621,397.0,0.46775818639798483
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84,0.627789046653144,295.8,0.627789046653144
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05,0.7268101761252446,425.8,0.4361202442461249
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96,0.9125307125307125,339.2,0.5474646226415094
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45,0.46775818639798483,397.0,0.46775818639798483
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.49,0.4868904037755637,381.4,0.4868904037755637
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22,0.627789046653144,295.8,0.627789046653144
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7,0.8144736842105262,570.1,0.3257323276618137
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.09,0.8410326086956521,368.0,0.5046195652173913
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.7,0.5874723188864283,526.8,0.35250569476082005
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51,1.3684598378776713,339.2,0.5474646226415094
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.58,0.7799244015119697,238.1,0.7799244015119697
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.18,0.5474646226415094,339.2,0.5474646226415094
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2,1.3684598378776713,339.2,0.5474646226415094
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,17.2,0.9596899224806201,483.7,0.3839156501964027
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63,0.9125307125307125,339.2,0.5474646226415094
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.86,0.6399035148173673,483.7,0.3839156501964027
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37,1.0208905992303463,454.70000000000005,0.40840114361117213
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,25.73,1.0904286553141513,325.8,0.5699815837937384
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.81,0.8813478879924063,526.8,0.35250569476082005
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,21.92,0.8144736842105262,570.1,0.3257323276618137
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04,0.6399035148173673,483.7,0.3839156501964027
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54,0.4868904037755637,381.4,0.4868904037755637
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91,0.7795969773299748,397.0,0.46775818639798483
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0,0.9973147153598282,310.29999999999995,0.5984531098936513
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9,0.5474646226415094,339.2,0.5474646226415094
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34,0.7799244015119697,238.1,0.7799244015119697
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77,0.7354455445544554,252.5,0.7354455445544554
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44,0.48549019607843136,382.5,0.48549019607843136
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48,0.7354455445544554,252.5,0.7354455445544554
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44,0.5874723188864283,526.8,0.35250569476082005
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6,0.9973147153598282,310.29999999999995,0.5984531098936513
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.73,1.0904286553141513,325.8,0.5699815837937384
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38,0.6807184750733137,454.70000000000005,0.40840114361117213
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22,0.5811209439528023,339.0,0.5811209439528023
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.97,0.5811209439528023,339.0,0.5811209439528023
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04,0.5811209439528023,339.0,0.5811209439528023
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.04,0.5811209439528023,339.0,0.5811209439528023
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17,0.5811209439528023,339.0,0.5811209439528023
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45,0.5811209439528023,339.0,0.5811209439528023
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89,0.5811209439528023,339.0,0.5811209439528023
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,6.47,0.8220338983050848,236.0,0.8220338983050848
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84,0.8220338983050848,236.0,0.8220338983050848
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.42,0.8220338983050848,236.0,0.8220338983050848
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.95,0.8220338983050848,236.0,0.8220338983050848
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1,0.8177966101694916,236.0,0.8177966101694916
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.08,0.8177966101694916,236.0,0.8177966101694916
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26,0.6895306859205776,277.0,0.6895306859205776
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97,0.6895306859205776,277.0,0.6895306859205776
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36,0.6895306859205776,277.0,0.6895306859205776
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25,0.6895306859205776,277.0,0.6895306859205776
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.33,0.6895306859205776,277.0,0.6895306859205776
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7,0.6895306859205776,277.0,0.6895306859205776
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31,0.7795275590551181,254.0,0.7795275590551181
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,26.94,0.7795275590551181,254.0,0.7795275590551181
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63,0.7795275590551181,254.0,0.7795275590551181
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.79,0.7795275590551181,254.0,0.7795275590551181
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.49,0.6286644951140065,307.0,0.6286644951140065
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,36.15,0.6286644951140065,307.0,0.6286644951140065
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54,0.6286644951140065,307.0,0.6286644951140065
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53,0.6286644951140065,307.0,0.6286644951140065
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.92,0.6286644951140065,307.0,0.6286644951140065
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99,0.8177966101694916,236.0,0.8177966101694916
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.84,0.9,200.0,0.9
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.25,0.9,200.0,0.9
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17,0.8044444444444444,225.0,0.8044444444444444
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,17.34,0.8044444444444444,225.0,0.8044444444444444
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54,0.5661538461538461,325.0,0.5661538461538461
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57,0.5661538461538461,325.0,0.5661538461538461
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2,0.6654545454545454,275.0,0.6654545454545454
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,24.5,0.6654545454545454,275.0,0.6654545454545454
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,15.58,0.6133333333333333,300.0,0.6133333333333333
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,26.85,0.6133333333333333,300.0,0.6133333333333333
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.06,0.496,375.0,0.496
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21,0.496,375.0,0.496
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7,0.4675,400.0,0.4675
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,30.14,0.4675,400.0,0.4675
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73,0.728,250.0,0.728
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87,0.728,250.0,0.728
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.28,0.5314285714285715,350.0,0.5314285714285715
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,34.29,0.5314285714285715,350.0,0.5314285714285715
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.54,1.0,508.8,0.3999606918238994
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71,0.8133493205435652,417.0,0.4880095923261391
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.38,1.2229299363057324,393.0,0.48854961832061067
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89,1.4401981599433828,353.3,0.5759977356354373
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9,1.2200239808153477,417.0,0.4880095923261391
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,33.19,1.6598694942903753,306.5,0.6639477977161501
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9,1.10657966286025,306.5,0.6639477977161501
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.57,1.8823529411764706,255.0,0.7529411764705882
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46,1.8823529411764706,255.0,0.7529411764705882
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28,24.29,1.6598694942903753,306.5,0.6639477977161501
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95,1.2200239808153477,417.0,0.4880095923261391
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41,0.96,333.0,0.5765765765765766
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.59,1.8790397045244691,270.7,0.7517547100110824
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.89,0.6665574844415328,508.8,0.3999606918238994
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23,1.8790397045244691,270.7,0.7517547100110824
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,31.02,1.6551724137931034,289.0,0.6643598615916955
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.39,1.4401981599433828,353.3,0.5759977356354373
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.66,1.2229299363057324,393.0,0.48854961832061067
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.87,1.443609022556391,333.0,0.5765765765765766
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35,0.8133493205435652,417.0,0.4880095923261391
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39,1.1098265895953756,289.0,0.6643598615916955
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.79,1.0,480.0,0.4
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,39.32,1.0,480.0,0.4
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.78,1.2549019607843137,255.0,0.7529411764705882
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,16.11,0.6666666666666666,480.0,0.4
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,43.38,0.6665574844415328,508.8,0.3999606918238994
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,20.42,0.8135593220338984,393.0,0.48854961832061067
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3,6.94,1.1098265895953756,289.0,0.6643598615916955
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.03,0.9599056603773585,353.3,0.5759977356354373
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,13.57,0.8135593220338984,393.0,0.48854961832061067
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53,1.10657966286025,306.5,0.6639477977161501
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7,15.75,1.2200239808153477,417.0,0.4880095923261391
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.68,1.8823529411764706,255.0,0.7529411764705882
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8,0.6666666666666666,480.0,0.4
212.0,141.3,0.0,203.5,0.0,973.4,750.0,28,33.0,0.9599056603773585,353.3,0.5759977356354373
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.28,1.8823529411764706,255.0,0.7529411764705882
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28,1.1098265895953756,289.0,0.6643598615916955
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.05,1.10657966286025,306.5,0.6639477977161501
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.59,1.443609022556391,333.0,0.5765765765765766
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73,1.0,480.0,0.4
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,13.66,1.443609022556391,333.0,0.5765765765765766
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.14,0.6665574844415328,508.8,0.3999606918238994
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78,0.8135593220338984,393.0,0.48854961832061067
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.33,1.8790397045244691,270.7,0.7517547100110824
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.89,1.2229299363057324,393.0,0.48854961832061067
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,23.52,0.6666666666666666,480.0,0.4
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3,6.81,0.9599056603773585,353.3,0.5759977356354373
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,39.7,0.9599056603773585,353.3,0.5759977356354373
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,17.96,1.2549019607843137,255.0,0.7529411764705882
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,32.88,0.8135593220338984,393.0,0.48854961832061067
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35,1.6551724137931034,289.0,0.6643598615916955
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.79,1.10657966286025,306.5,0.6639477977161501
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7,7.72,1.8790397045244691,270.7,0.7517547100110824
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.68,1.0,508.8,0.3999606918238994
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.56,1.0,508.8,0.3999606918238994
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3,6.88,1.443609022556391,333.0,0.5765765765765766
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.53,0.6666666666666666,480.0,0.4
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.17,0.96,333.0,0.5765765765765766
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,30.44,0.96,333.0,0.5765765765765766
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,9.73,0.8133493205435652,417.0,0.4880095923261391
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,3.32,1.6598694942903753,306.5,0.6639477977161501
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,26.32,1.2549019607843137,255.0,0.7529411764705882
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25,0.96,333.0,0.5765765765765766
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,6.28,1.6551724137931034,289.0,0.6643598615916955
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.1,1.1098265895953756,289.0,0.6643598615916955
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28,36.96,0.8133493205435652,417.0,0.4880095923261391
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,54.6,0.6665574844415328,508.8,0.3999606918238994
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,21.48,1.0,480.0,0.4
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,9.69,1.2229299363057324,393.0,0.48854961832061067
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37,1.2549019607843137,255.0,0.7529411764705882
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.66,1.4401981599433828,353.3,0.5759977356354373
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7,10.09,1.6551724137931034,289.0,0.6643598615916955
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.83,1.4401981599433828,353.3,0.5759977356354373
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7,10.35,1.6598694942903753,306.5,0.6639477977161501
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,43.57,1.2200239808153477,417.0,0.4880095923261391
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,51.86,1.0,508.8,0.3999606918238994
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85,0.6193548387096774,310.0,0.6193548387096774
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,17.24,0.6193548387096774,310.0,0.6193548387096774
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.83,0.6193548387096774,310.0,0.6193548387096774
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,35.76,0.6193548387096774,310.0,0.6193548387096774
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,38.7,0.6193548387096774,310.0,0.6193548387096774
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.31,0.5800604229607251,331.0,0.5800604229607251
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,17.44,0.5800604229607251,331.0,0.5800604229607251
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,31.74,0.5800604229607251,331.0,0.5800604229607251
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,37.91,0.5800604229607251,331.0,0.5800604229607251
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38,0.5800604229607251,331.0,0.5800604229607251
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,15.87,0.5501432664756447,349.0,0.5501432664756447
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.01,0.5501432664756447,349.0,0.5501432664756447
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.61,0.5501432664756447,349.0,0.5501432664756447
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,40.66,0.5501432664756447,349.0,0.5501432664756447
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.86,0.5501432664756447,349.0,0.5501432664756447
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7,12.05,0.7815126050420168,238.0,0.7815126050420168
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54,0.7815126050420168,238.0,0.7815126050420168
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,18.91,0.6283783783783784,296.0,0.6283783783783784
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18,0.6283783783783784,296.0,0.6283783783783784
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7,30.96,0.6262626262626263,297.0,0.6262626262626263
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,43.89,0.4,480.0,0.4
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.28,0.4,480.0,0.4
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,36.94,0.46851385390428213,397.0,0.46851385390428213
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,14.5,0.6619217081850534,281.0,0.6619217081850534
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,22.44,0.6583629893238434,281.0,0.6583629893238434
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1,12.64,0.4,500.0,0.4
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,26.06,0.4,500.0,0.4
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,33.21,0.4,500.0,0.4
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,36.94,0.4,500.0,0.4
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,44.09,0.4,500.0,0.4
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61,0.32037037037037036,540.0,0.32037037037037036
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,59.76,0.32037037037037036,540.0,0.32037037037037036
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,67.31,0.32037037037037036,540.0,0.32037037037037036
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,69.66,0.32037037037037036,540.0,0.32037037037037036
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,71.62,0.32037037037037036,540.0,0.32037037037037036
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,74.17,0.32037037037037036,540.0,0.32037037037037036
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,18.13,0.58,350.0,0.58
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,22.53,0.58,350.0,0.58
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,27.34,0.58,350.0,0.58
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,29.98,0.58,350.0,0.58
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.35,0.58,350.0,0.58
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,32.72,0.58,350.0,0.58
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1,6.27,0.4831168831168831,385.0,0.4831168831168831
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,14.7,0.4831168831168831,385.0,0.4831168831168831
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,23.22,0.4831168831168831,385.0,0.4831168831168831
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14,27.92,0.4831168831168831,385.0,0.4831168831168831
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,31.35,0.4831168831168831,385.0,0.4831168831168831
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,39.0,0.5800604229607251,331.0,0.5800604229607251
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,41.24,0.5800604229607251,331.0,0.5800604229607251
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.99,0.5501432664756447,349.0,0.5501432664756447
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52,0.5800604229607251,331.0,0.5800604229607251
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,24.0,0.4869109947643979,382.0,0.4869109947643979
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42,0.4869109947643979,382.0,0.4869109947643979
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47,0.4869109947643979,382.0,0.4869109947643979
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.44,0.6619217081850534,281.0,0.6619217081850534
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16,0.5457227138643068,339.0,0.5457227138643068
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84,0.5457227138643068,339.0,0.5457227138643068
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.8,0.6271186440677966,295.0,0.6271186440677966
